age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,y
67,retired,married,primary,no,1430,no,no,telephone,26,may,283,yes
49,technician,married,secondary,no,-147,yes,no,cellular,20,apr,390,no
51,management,married,tertiary,no,346,no,no,cellular,12,feb,122,yes
34,technician,single,secondary,no,18777,yes,no,cellular,18,nov,535,no
39,entrepreneur,married,secondary,no,5562,no,no,cellular,20,nov,149,no
37,services,married,secondary,no,52,yes,no,cellular,6,sep,908,yes
42,management,divorced,tertiary,no,1243,no,no,cellular,26,aug,1000,yes
27,services,single,secondary,no,246,no,no,cellular,17,jun,453,yes
27,blue-collar,single,primary,no,377,no,no,cellular,19,feb,645,yes
48,blue-collar,married,primary,no,476,no,no,cellular,11,aug,856,yes
40,blue-collar,married,secondary,no,10,yes,no,unknown,9,may,1692,yes
36,entrepreneur,divorced,secondary,no,2996,yes,no,cellular,14,may,104,no
58,entrepreneur,married,tertiary,no,853,no,no,unknown,5,jun,1149,yes
45,admin.,married,tertiary,no,2552,no,no,cellular,1,jun,69,yes
25,admin.,single,secondary,no,1871,no,no,cellular,8,sep,260,yes
41,blue-collar,divorced,primary,no,664,no,yes,cellular,15,jul,955,yes
45,technician,married,secondary,no,256,no,no,cellular,18,aug,119,no
59,admin.,divorced,tertiary,no,39,no,no,cellular,11,jul,67,no
29,management,single,tertiary,no,2799,yes,no,cellular,5,may,371,no
40,admin.,married,secondary,yes,-444,no,yes,telephone,30,jul,168,no
62,retired,married,primary,no,1084,no,no,cellular,14,apr,505,yes
54,technician,married,secondary,no,1331,yes,no,telephone,25,jul,657,no
37,services,single,secondary,no,54,yes,no,cellular,18,nov,328,no
47,services,divorced,secondary,no,743,yes,yes,unknown,13,may,367,no
61,self-employed,married,tertiary,no,10861,no,no,cellular,25,oct,225,yes
26,technician,married,secondary,no,267,yes,no,cellular,28,jul,817,yes
49,management,divorced,tertiary,no,755,no,no,cellular,31,jul,1212,yes
36,management,married,tertiary,no,0,yes,no,cellular,5,feb,245,no
43,services,divorced,unknown,no,2363,yes,no,cellular,17,nov,229,no
45,management,divorced,tertiary,no,854,no,yes,cellular,8,jul,730,yes
33,admin.,single,secondary,no,690,no,no,cellular,10,nov,223,no
30,student,married,tertiary,no,324,no,no,cellular,25,aug,585,no
35,technician,married,secondary,no,-116,no,yes,cellular,6,aug,339,no
31,technician,single,secondary,no,2544,no,no,cellular,15,jul,252,yes
40,management,married,tertiary,no,105,yes,yes,cellular,27,aug,166,no
48,admin.,married,secondary,no,1131,no,yes,cellular,8,may,49,no
27,services,single,secondary,no,54,yes,no,unknown,28,may,543,yes
46,admin.,married,secondary,no,-522,yes,no,cellular,27,mar,243,yes
43,services,divorced,secondary,no,266,yes,yes,cellular,20,apr,79,no
44,technician,single,tertiary,no,643,no,no,cellular,16,oct,324,yes
55,blue-collar,married,primary,no,512,no,no,cellular,5,aug,1200,yes
37,admin.,married,secondary,no,121,no,no,cellular,22,jul,22,no
48,blue-collar,married,primary,no,1001,yes,no,unknown,15,may,422,no
26,blue-collar,single,secondary,no,17891,yes,no,unknown,3,jun,239,no
38,entrepreneur,married,tertiary,no,83,yes,no,cellular,19,nov,108,no
64,retired,married,primary,no,12067,no,no,telephone,30,jul,367,yes
34,admin.,married,tertiary,no,1636,yes,yes,cellular,6,sep,136,no
45,blue-collar,married,primary,no,15515,no,no,cellular,4,aug,167,no
51,management,married,tertiary,no,4,yes,no,cellular,21,nov,58,no
33,management,single,tertiary,no,718,yes,no,cellular,6,apr,122,yes
37,technician,single,secondary,no,2442,no,no,cellular,16,feb,91,yes
50,housemaid,married,secondary,no,388,no,no,cellular,15,sep,173,yes
56,services,married,secondary,no,0,no,no,cellular,13,aug,112,no
26,admin.,single,secondary,no,681,yes,no,cellular,14,may,336,no
42,management,married,tertiary,no,2110,no,yes,cellular,18,nov,67,no
19,student,single,primary,no,0,no,no,cellular,4,may,72,no
28,unemployed,married,secondary,no,858,yes,no,unknown,21,may,371,no
39,unemployed,single,tertiary,no,7,yes,no,cellular,20,nov,931,yes
34,unemployed,married,secondary,no,978,no,no,cellular,3,jun,262,yes
43,admin.,married,secondary,no,101,yes,no,cellular,20,apr,131,no
38,self-employed,married,secondary,no,736,yes,no,unknown,20,may,775,no
76,retired,married,secondary,no,820,no,no,telephone,23,apr,263,yes
57,management,married,tertiary,yes,1218,yes,no,cellular,18,jul,317,no
35,management,single,tertiary,no,6781,yes,no,cellular,15,may,19,no
36,student,single,unknown,no,417,no,no,cellular,10,aug,304,yes
50,admin.,single,secondary,no,330,yes,no,unknown,28,may,24,no
42,management,married,tertiary,no,4,yes,no,cellular,8,may,579,yes
38,management,married,tertiary,yes,-1007,yes,yes,unknown,19,jun,71,no
45,technician,married,secondary,no,86,yes,no,unknown,5,may,270,no
27,technician,single,secondary,no,162,no,no,unknown,26,may,265,no
38,management,married,tertiary,no,165,yes,no,cellular,17,apr,526,yes
60,admin.,divorced,secondary,no,162,no,no,unknown,27,may,74,no
31,management,divorced,tertiary,no,373,no,no,cellular,10,feb,132,yes
34,admin.,married,secondary,no,920,no,no,cellular,14,may,526,yes
45,services,divorced,secondary,no,396,yes,yes,cellular,1,apr,251,no
37,services,married,secondary,no,-24,yes,no,unknown,27,may,147,no
51,blue-collar,married,primary,no,2315,no,no,cellular,7,aug,111,no
42,blue-collar,divorced,primary,no,213,yes,no,cellular,7,jul,434,yes
40,blue-collar,married,primary,no,57,yes,no,cellular,31,jul,1007,yes
51,retired,single,secondary,no,5885,no,no,telephone,3,feb,134,no
67,retired,divorced,secondary,no,704,no,no,cellular,3,nov,537,yes
40,admin.,divorced,secondary,no,-607,yes,no,cellular,8,may,328,no
34,services,married,secondary,no,0,no,no,cellular,7,jul,160,no
20,student,single,unknown,no,755,no,no,cellular,29,dec,284,yes
46,blue-collar,married,primary,no,2749,yes,no,cellular,17,nov,332,no
27,services,married,secondary,no,0,yes,no,cellular,22,jul,1608,yes
28,services,single,secondary,no,2385,yes,no,unknown,4,jun,119,no
34,technician,single,tertiary,yes,-1,no,no,cellular,27,aug,787,no
28,student,single,secondary,no,69,no,no,cellular,30,jan,532,yes
38,management,divorced,tertiary,no,-980,yes,no,unknown,20,may,91,no
33,technician,married,tertiary,no,4401,no,no,cellular,30,apr,439,yes
30,blue-collar,married,secondary,no,5,no,no,cellular,17,apr,840,yes
61,management,married,secondary,no,544,no,no,cellular,29,dec,63,yes
32,student,single,tertiary,no,64,no,no,cellular,30,jun,598,yes
54,unknown,married,secondary,no,2206,no,no,cellular,12,nov,104,yes
25,management,single,tertiary,no,115,no,yes,unknown,4,jul,60,no
33,admin.,married,tertiary,no,0,yes,yes,cellular,4,feb,111,no
25,student,single,unknown,no,277,no,no,cellular,27,may,311,yes
30,management,married,tertiary,no,451,no,no,cellular,5,may,173,no
42,services,married,secondary,no,146,yes,yes,cellular,15,may,670,yes
36,self-employed,single,secondary,no,1295,no,no,cellular,20,nov,1192,yes
48,services,divorced,secondary,no,142,yes,no,cellular,18,may,11,no
53,entrepreneur,married,primary,no,27,yes,no,telephone,10,sep,230,yes
34,blue-collar,married,primary,no,695,yes,yes,unknown,16,may,1064,yes
41,management,married,tertiary,no,397,yes,no,cellular,18,jul,91,no
53,services,divorced,secondary,no,-223,no,no,unknown,20,jun,160,no
51,technician,married,secondary,no,-491,yes,yes,cellular,13,may,805,no
52,blue-collar,married,primary,no,1271,no,no,cellular,18,aug,131,no
30,entrepreneur,single,primary,no,0,yes,yes,unknown,27,may,1051,yes
40,technician,married,secondary,no,-357,yes,no,cellular,16,jul,700,yes
29,blue-collar,single,secondary,no,322,no,no,unknown,14,jun,434,yes
47,admin.,married,tertiary,no,1979,no,no,cellular,18,aug,207,no
44,blue-collar,married,primary,no,0,yes,no,telephone,5,may,408,no
35,management,single,tertiary,no,1531,yes,no,cellular,19,nov,127,no
31,blue-collar,married,secondary,no,152,yes,yes,cellular,8,jul,831,yes
39,blue-collar,married,secondary,no,-219,yes,no,cellular,7,may,101,no
46,technician,married,secondary,no,278,yes,no,cellular,10,jul,185,no
51,admin.,married,secondary,no,4178,yes,no,cellular,20,nov,167,no
28,blue-collar,single,tertiary,no,4099,no,no,cellular,23,apr,116,yes
54,technician,divorced,secondary,no,-11,yes,no,cellular,12,may,168,no
33,services,single,secondary,no,2881,no,no,cellular,26,may,289,yes
25,blue-collar,single,secondary,no,1857,yes,no,cellular,13,apr,295,yes
32,management,married,tertiary,no,1331,no,no,cellular,12,nov,126,yes
32,management,married,tertiary,no,1570,no,no,cellular,4,aug,156,no
43,services,single,secondary,no,3403,yes,no,cellular,12,nov,707,yes
45,technician,married,secondary,no,183,no,no,cellular,29,aug,27,no
28,technician,single,tertiary,no,375,yes,no,cellular,14,may,43,no
27,management,married,tertiary,no,4909,no,yes,cellular,17,jul,159,no
54,services,single,secondary,no,0,no,no,cellular,23,sep,209,yes
47,services,married,secondary,no,440,yes,no,unknown,12,jun,91,no
33,blue-collar,divorced,primary,no,390,yes,no,unknown,9,may,665,yes
30,management,single,tertiary,no,4808,no,no,cellular,10,mar,272,yes
85,retired,divorced,primary,no,7613,no,no,cellular,18,feb,355,yes
55,technician,married,tertiary,no,1320,no,no,cellular,28,jul,340,yes
25,blue-collar,single,secondary,no,94,yes,yes,unknown,20,jun,22,no
33,technician,married,tertiary,no,1699,no,no,cellular,28,jan,202,yes
48,technician,married,secondary,no,302,yes,no,unknown,26,may,208,no
29,admin.,single,secondary,no,488,yes,no,cellular,4,jun,105,no
31,self-employed,married,secondary,no,263,yes,no,unknown,13,may,150,no
52,blue-collar,married,primary,no,359,no,no,telephone,26,aug,361,no
33,admin.,married,secondary,no,920,no,no,cellular,13,aug,111,no
50,management,married,tertiary,no,3463,no,yes,cellular,28,oct,96,yes
35,management,single,tertiary,no,62,yes,no,cellular,20,apr,213,yes
32,blue-collar,married,secondary,no,759,yes,no,cellular,9,apr,317,yes
53,technician,single,secondary,no,925,no,no,cellular,25,aug,930,yes
26,services,single,secondary,no,110,no,no,cellular,30,jan,1136,yes
44,blue-collar,married,secondary,no,130,yes,yes,cellular,11,may,528,no
36,technician,single,secondary,no,376,no,no,cellular,13,aug,479,yes
60,retired,divorced,secondary,no,4243,no,no,cellular,30,oct,416,yes
56,management,married,secondary,no,0,no,no,cellular,27,oct,298,yes
47,blue-collar,married,primary,no,699,no,no,cellular,5,aug,203,no
56,technician,married,secondary,no,589,yes,no,unknown,29,may,535,yes
42,technician,single,tertiary,no,-411,yes,no,cellular,12,may,78,no
57,technician,divorced,tertiary,no,126,no,no,telephone,4,jun,166,yes
39,admin.,divorced,secondary,no,2903,yes,yes,telephone,25,jul,259,no
49,management,divorced,secondary,no,1598,yes,no,cellular,12,may,76,no
31,blue-collar,single,secondary,no,545,yes,no,cellular,18,nov,195,no
34,admin.,married,secondary,no,124,yes,no,telephone,14,may,604,yes
27,student,single,tertiary,no,311,no,no,telephone,2,mar,187,yes
64,retired,married,secondary,no,4787,no,no,cellular,28,apr,392,yes
46,blue-collar,married,primary,no,776,no,yes,telephone,11,jul,76,no
39,technician,married,secondary,no,10685,yes,no,cellular,25,jul,1369,yes
40,blue-collar,divorced,secondary,no,-333,yes,no,unknown,5,may,183,no
35,management,single,tertiary,no,80,no,no,cellular,4,sep,434,yes
33,management,married,tertiary,no,594,yes,yes,cellular,9,feb,21,no
56,services,married,secondary,no,530,yes,no,unknown,20,may,51,no
38,technician,married,secondary,no,1063,yes,no,cellular,21,nov,51,no
27,technician,single,secondary,no,204,no,no,cellular,28,jul,471,yes
32,admin.,married,secondary,no,2664,yes,no,cellular,29,jul,242,no
55,admin.,married,secondary,no,8304,no,no,cellular,1,sep,193,yes
44,self-employed,married,tertiary,no,292,yes,no,unknown,6,may,162,no
45,management,married,tertiary,no,1932,yes,no,cellular,17,nov,146,no
30,technician,single,secondary,no,863,yes,no,unknown,16,may,1193,yes
46,housemaid,married,secondary,no,38,no,no,cellular,25,nov,541,yes
46,management,married,tertiary,no,242,no,no,cellular,4,aug,120,yes
29,unemployed,single,secondary,no,1055,no,no,cellular,23,sep,427,yes
40,admin.,married,secondary,no,260,yes,no,cellular,13,may,306,yes
34,management,single,tertiary,no,13014,no,no,cellular,12,feb,637,yes
38,admin.,married,secondary,no,1767,yes,no,cellular,9,jul,483,yes
36,technician,married,tertiary,no,341,no,no,cellular,13,aug,282,yes
42,management,single,tertiary,no,1768,yes,no,unknown,8,may,193,no
33,management,married,tertiary,no,113,yes,no,unknown,5,jun,101,no
25,management,single,tertiary,no,3902,no,no,cellular,23,sep,856,yes
60,retired,married,tertiary,no,81,yes,no,unknown,5,may,101,no
60,retired,married,secondary,no,11,no,no,cellular,29,jun,265,yes
27,student,single,unknown,no,132,no,no,cellular,14,jul,276,yes
33,unemployed,single,tertiary,no,1974,no,no,cellular,14,aug,498,yes
27,services,single,secondary,no,1347,no,no,telephone,28,dec,824,yes
58,management,married,tertiary,no,5942,no,no,cellular,12,aug,64,no
34,technician,single,secondary,no,2583,no,no,cellular,28,aug,64,no
55,blue-collar,single,primary,no,39,yes,no,unknown,26,may,128,no
33,management,married,tertiary,no,3363,yes,yes,cellular,13,aug,158,no
21,technician,single,tertiary,no,61,no,yes,cellular,8,jul,141,no
30,services,married,secondary,no,208,no,yes,cellular,28,jul,213,no
31,technician,single,tertiary,no,4979,no,yes,cellular,27,aug,33,no
62,entrepreneur,married,secondary,no,3904,no,no,telephone,29,jan,403,yes
49,admin.,married,tertiary,no,-962,yes,no,cellular,19,aug,295,no
55,self-employed,married,secondary,no,203,yes,no,telephone,14,may,9,no
46,management,married,primary,no,589,no,no,cellular,29,jan,200,no
31,services,single,secondary,no,1709,no,yes,telephone,28,jan,944,yes
39,management,single,tertiary,no,26,yes,no,cellular,28,jul,110,no
29,services,married,secondary,no,6567,yes,no,cellular,15,may,792,yes
34,management,single,tertiary,no,681,no,no,cellular,6,aug,637,yes
30,technician,single,secondary,no,2567,no,no,cellular,18,jun,813,yes
41,blue-collar,divorced,primary,no,138,yes,no,cellular,18,jul,640,yes
30,entrepreneur,single,secondary,no,732,no,no,cellular,3,feb,1404,yes
27,technician,single,tertiary,no,15161,no,no,cellular,2,jun,74,yes
33,technician,single,secondary,no,12177,no,no,cellular,18,aug,76,no
49,management,married,tertiary,no,64,no,no,unknown,11,jun,586,yes
72,retired,married,tertiary,no,0,no,no,cellular,13,feb,99,yes
25,blue-collar,single,secondary,no,389,no,no,cellular,3,jun,837,yes
62,retired,married,secondary,no,1495,no,no,cellular,13,oct,896,yes
34,services,single,tertiary,no,3119,no,no,cellular,16,oct,306,yes
54,management,divorced,tertiary,no,5399,no,yes,cellular,2,apr,80,no
56,blue-collar,married,primary,no,6677,yes,no,telephone,20,apr,197,no
38,blue-collar,single,primary,no,490,yes,yes,unknown,25,aug,17,no
36,blue-collar,divorced,secondary,no,2843,no,no,cellular,14,aug,186,yes
28,blue-collar,married,secondary,no,1331,yes,yes,unknown,19,jun,267,no
41,management,single,secondary,no,-277,yes,no,cellular,12,may,431,no
36,entrepreneur,married,secondary,no,1163,yes,no,cellular,18,may,420,no
37,services,married,secondary,no,1694,yes,yes,cellular,29,jan,404,no
37,blue-collar,married,primary,no,178,yes,yes,unknown,9,jun,72,no
39,technician,single,secondary,no,1104,no,no,cellular,7,aug,395,yes
53,self-employed,married,tertiary,no,1907,yes,no,unknown,2,jun,72,no
47,management,married,tertiary,no,4693,no,yes,cellular,12,nov,89,yes
27,admin.,married,secondary,no,512,yes,no,cellular,22,jul,259,no
52,admin.,married,secondary,no,2347,no,yes,cellular,12,aug,603,no
47,unemployed,married,primary,no,324,no,no,cellular,21,nov,462,yes
50,management,married,tertiary,no,29,yes,no,cellular,7,may,83,no
41,blue-collar,divorced,secondary,no,5291,yes,no,unknown,14,may,1423,yes
42,entrepreneur,single,unknown,no,323,no,no,unknown,16,jun,617,yes
31,blue-collar,single,unknown,no,6281,no,no,cellular,22,oct,257,yes
52,housemaid,married,secondary,no,3923,yes,no,unknown,14,may,942,yes
36,entrepreneur,married,secondary,no,215,yes,yes,cellular,18,nov,309,no
37,admin.,single,secondary,no,1097,yes,no,cellular,21,nov,1555,yes
30,admin.,married,secondary,no,1165,no,no,cellular,20,apr,98,no
25,services,single,secondary,no,594,no,no,cellular,4,jun,89,yes
60,blue-collar,married,primary,no,228,yes,no,unknown,28,may,249,no
60,retired,married,secondary,no,975,no,no,cellular,16,sep,303,yes
31,admin.,single,tertiary,no,4041,no,no,cellular,30,apr,1034,yes
51,blue-collar,married,secondary,no,950,no,no,cellular,19,aug,377,no
55,self-employed,married,secondary,no,2387,yes,no,cellular,25,jul,155,no
59,technician,married,secondary,no,116,no,no,cellular,11,feb,268,yes
22,management,single,tertiary,no,104,no,yes,cellular,18,oct,509,yes
60,retired,married,primary,no,566,no,yes,cellular,23,jul,423,no
60,housemaid,married,primary,no,763,yes,no,telephone,10,jul,180,no
46,management,married,tertiary,no,7331,no,no,cellular,11,sep,658,yes
45,blue-collar,married,secondary,no,154,yes,no,unknown,7,may,1138,yes
37,blue-collar,divorced,secondary,no,178,yes,no,unknown,13,may,71,no
69,retired,single,tertiary,no,2144,no,no,cellular,29,jul,417,yes
55,blue-collar,married,unknown,no,7561,no,no,unknown,6,jun,685,yes
58,blue-collar,single,secondary,no,119,yes,yes,cellular,12,may,985,yes
30,technician,single,secondary,no,2544,no,no,cellular,8,apr,108,yes
46,admin.,married,secondary,no,22,no,no,cellular,26,aug,388,yes
52,self-employed,married,secondary,no,213,yes,no,cellular,14,may,164,no
33,entrepreneur,married,secondary,no,-627,yes,yes,cellular,8,jul,740,yes
32,technician,married,secondary,no,221,yes,no,unknown,23,may,224,no
40,management,married,secondary,no,106,no,no,unknown,17,jun,676,yes
83,retired,divorced,primary,no,0,no,no,telephone,31,may,664,no
21,blue-collar,single,secondary,no,292,yes,yes,telephone,13,may,148,no
43,services,married,secondary,no,-1,yes,no,cellular,15,may,51,no
58,management,married,tertiary,no,3342,no,no,cellular,5,feb,344,yes
